Site.ID,Wetland Subclass LUCAS,FoliageStock,RootStock,AGVFStock,BGVFStock,BGSStock,FoliageNPP,RootNPP,BGVFPercentLoss,Burial210Pb TC.g.m.2,MethaneFlux,ExternalVariableValue,TotalLatTrans_Amount,externalVariableLat,externalVariableLatSite,TotalNPP_Amount,SedimentTransport_Amount,FoliageGrowth_PropTotalNPP,RootGrowth_PropTotalNPP,FoliageMaxStock,FoliageMortality_PropMaxStock,FoliageMortality_Amount,RootMaxStock,RootMortality_PropMaxStock,RootMortality_Amount,AGVFMaxStock,AGVFOut_PropMaxStock,AGVFOut_Amount,AGVFStabilization_Amount,AGVFStabilization_PropOut,AGVFStabilization_PropMaxStock,BGVFMaxStock,BGVFOut_PropMaxStock,BGVFOut_Amount,BGVFStabilization_PropOut,BGVFStabilization_Amount,BGVFStabilization_PropMaxStock,BGSDeposition,BGSIn_Amount,BGSMaxStock,BGSOut_PropMaxStock,BGSOut_Amount,TotalOut_Amount,AGVFOut_PropOut,BGVFOut_PropOut,BGSOut_PropOut,TotalMaxStock,AGVFMaxStock_PropMaxStock,BGVFMaxStock_PropMaxStock,BGSMaxStock_PropMaxStock,BGSStabilization_PropOut,BGSStabilization_Amount,BGSStabilization_PropMaxStock,TotalStabilization_Amount,AGVFEmissionLatTrans_Amount,BGVFEmissionLatTrans_Amount,BGSEmissionLatTrans_Amount,TotalEmissionLatTrans_Amount,TotalLatTrans_PropEmissionLatTrans,AGVFLatTrans_Amount,BGVFLatTrans_Amount,BGSLatTrans_Amount,AGVFLatTrans_PropMaxStock,BGVFLatTrans_PropMaxStock,BGSLatTrans_PropMaxStock,AGVFLatTrans_PropOut,BGVFLatTrans_PropOut,BGSLatTrans_PropOut,AGVFEmission_Amount,BGVFEmission_Amount,BGSEmission_Amount,AGVFEmissionCH4_Amount,BGVFEmissionCH4_Amount,BGSEmissionCH4_Amount,AGVFEmissionCO2_Amount,BGVFEmissionCO2_Amount,BGSEmissionCO2_Amount,AGVFEmissionCH4_PropMaxStock,BGVFEmissionCH4_PropMaxStock,BGSEmissionCH4_PropMaxStock,AGVFEmissionCO2_PropMaxStock,BGVFEmissionCO2_PropMaxStock,BGSEmissionCO2_PropMaxStock,AGVFEmission_PropMaxStock,BGVFEmission_PropMaxStock,BGSEmission_PropMaxStock,AGVFEmission_PropOut,BGVFEmission_PropOut,BGSEmission_PropOut,outAGVFCheck,outBGVFCheck,outBGSCheck,massBalanceCheck,checkAGVFratio,checkBGVFratio,checkBGSratio,checkpropAGVF
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,175,2,77,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.0778,33.9726,42.8642,98.1632,0.0492,0.0124,0.0027,0.0778,0.0222,0.0709,402.4883,507.8316,1162.9822,2.8129,3.5492,8.1279,399.6753,504.2825,1154.8543,0.0041,0.001,2e-4,0.5791,0.1454,0.0317,0.5832,0.1464,0.0319,0.9222,0.2625,0.8402,1,1,1,-0,11.8474,11.8474,11.8474,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,201,8,95,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.0894,39.0199,49.2327,112.7474,0.0565,0.0142,0.0031,0.0894,0.0254,0.0815,397.4409,501.4632,1148.398,2.8129,3.5492,8.1279,394.628,497.9141,1140.27,0.0041,0.001,2e-4,0.5718,0.1436,0.0313,0.5759,0.1446,0.0315,0.9106,0.2592,0.8297,1,1,1,-0,10.1856,10.1856,10.1856,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,320,5,113,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.1423,62.1213,78.3803,179.4983,0.09,0.0226,0.0049,0.1423,0.0405,0.1297,374.3395,472.3155,1081.647,2.8129,3.5492,8.1279,371.5266,468.7664,1073.5191,0.0041,0.001,2e-4,0.5384,0.1352,0.0294,0.5424,0.1362,0.0297,0.8577,0.2441,0.7814,1,1,1,-0,6.0259,6.0259,6.0259,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,414,1,131,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.1841,80.3694,101.4046,232.226,0.1165,0.0292,0.0064,0.1841,0.0524,0.1678,356.0914,449.2913,1028.9194,2.8129,3.5492,8.1279,353.2785,445.7422,1020.7915,0.0041,0.001,2e-4,0.5119,0.1285,0.028,0.516,0.1296,0.0282,0.8159,0.2322,0.7434,1,1,1,-0,4.4307,4.4307,4.4307,0
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,14.49,3,456,3,149,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0,0,0,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1384.1637,36478.0786,0.0379,1384.1637,3755.4842,0.1162,0.5152,0.3686,40636.2166,0.017,0.0853,0.8977,0.0889,123.0184,0.0034,1507.1821,436.4609,550.6959,1261.1454,2248.3021,0.2028,88.5229,111.692,255.7851,0.1283,0.0322,0.007,0.2028,0.0577,0.1848,347.938,439.0039,1005.3602,2.8129,3.5492,8.1279,345.1251,435.4547,997.2323,0.0041,0.001,2e-4,0.5001,0.1256,0.0273,0.5042,0.1266,0.0276,0.7972,0.2269,0.7263,1,1,1,-0,3.9305,3.9305,3.9305,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,10,7,6,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.0042,2.2517,4.7363,3.012,0.0027,0.0013,1e-4,0.0042,0.0022,0.0028,530.7514,1116.3878,709.9591,3.2627,6.8629,4.3644,527.4886,1109.5249,705.5947,0.0039,0.0018,1e-4,0.6264,0.2947,0.0145,0.6303,0.2965,0.0145,0.9958,0.5122,0.6709,1,1,1,0,235.7098,235.7098,235.7098,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,105,9,24,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.0444,23.643,49.7309,31.626,0.0281,0.0132,6e-4,0.0444,0.0228,0.0299,509.3601,1071.3931,681.3451,3.2627,6.8629,4.3644,506.0973,1064.5303,676.9807,0.0039,0.0018,1e-4,0.601,0.2828,0.0139,0.6049,0.2846,0.014,0.9556,0.4916,0.6438,1,1,1,0,21.5438,21.5438,21.5438,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,123,6,42,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.052,27.6961,58.2562,37.0477,0.0329,0.0155,8e-4,0.052,0.0267,0.035,505.307,1062.8678,675.9235,3.2627,6.8629,4.3644,502.0442,1056.0049,671.5591,0.0039,0.0018,1e-4,0.5962,0.2805,0.0138,0.6001,0.2823,0.0139,0.948,0.4877,0.6387,1,1,1,0,18.2447,18.2447,18.2447,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,156,4,60,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.0659,35.1268,73.886,46.9873,0.0417,0.0196,0.001,0.0659,0.0339,0.0444,497.8763,1047.2381,665.9838,3.2627,6.8629,4.3644,494.6136,1040.3752,661.6195,0.0039,0.0018,1e-4,0.5874,0.2764,0.0136,0.5912,0.2782,0.0136,0.9341,0.4805,0.6293,1,1,1,0,14.1737,14.1737,14.1737,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,175,2,78,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.0739,39.405,82.8849,52.7101,0.0468,0.022,0.0011,0.0739,0.038,0.0498,493.5981,1038.2392,660.261,3.2627,6.8629,4.3644,490.3353,1031.3763,655.8966,0.0039,0.0018,1e-4,0.5823,0.274,0.0134,0.5861,0.2758,0.0135,0.9261,0.4764,0.6239,1,1,1,0,12.5263,12.5263,12.5263,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,201,8,96,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.0849,45.2595,95.1992,60.5413,0.0537,0.0253,0.0012,0.0849,0.0437,0.0572,487.7436,1025.9248,652.4298,3.2627,6.8629,4.3644,484.4809,1019.062,648.0654,0.0039,0.0018,1e-4,0.5753,0.2707,0.0133,0.5792,0.2725,0.0134,0.9151,0.4707,0.6165,1,1,1,0,10.7766,10.7766,10.7766,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,320,5,114,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.1352,72.0549,151.561,96.3842,0.0856,0.0403,0.002,0.1352,0.0695,0.0911,460.9482,969.5631,616.587,3.2627,6.8629,4.3644,457.6855,962.7002,612.22260000000006,0.0039,0.0018,1e-4,0.5435,0.2557,0.0125,0.5474,0.2575,0.0126,0.8648,0.4449,0.5826,1,1,1,0,6.3972,6.3972,6.3972,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,414,1,132,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.1749,93.221,196.082,124.697,0.1107,0.0521,0.0026,0.1749,0.09,0.1178,439.7821,925.0421,588.2741,3.2627,6.8629,4.3644,436.5193,918.1792,583.9097,0.0039,0.0018,1e-4,0.5184,0.2439,0.012,0.5222,0.2457,0.0121,0.8251,0.4244,0.5559,1,1,1,0,4.7176,4.7176,4.7176,0
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.49,4,456,3,150,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0,0,0,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1058.2745,48795.2114,0.0217,1058.2745,3770.6761,0.1414,0.578,0.2807,53402.0117,0.0158,0.0705,0.9137,0.3263,345.3034,0.0071,1403.5778,533.0031,1121.1241,712.9711,2367.0983,0.1926,102.6782,215.9744,137.3474,0.1219,0.0574,0.0028,0.1926,0.0991,0.1298,430.3249,905.1497,575.6237,3.2627,6.8629,4.3644,427.0621,898.2868,571.2593,0.0039,0.0018,1e-4,0.5071,0.2386,0.0117,0.511,0.2404,0.0118,0.8074,0.4153,0.5439,1,1,1,0,4.191,4.191,4.191,0
CRMS0273,Wetland: Palustrine Emergent,32.2037,491.5352,388.2532,1371.7894,56445.2232,287.1126,2784.4616,0.319,226.7551,14.49,2,-22.7,1,2,3071.5743,0,0.0935,0.9065,319.3163,0.8991,287.1126,3275.9968,0.85,2784.4616,675.3659,0.4251,287.1126,0,0,0,4156.251,0.6699,2784.4616,0.681,1896.2447,0.4562,0,1896.2447,58341.4679,0.0325,1896.2447,4967.819,0.0578,0.5605,0.3817,63173.0848,0.0107,0.0658,0.9235,0.1196,226.7551,0.0039,2122.9998,287.1126,888.2169,1669.4896,2844.8192,-0.008,-2.291,-7.0875,-13.3216,-0.0034,-0.0017,-2e-4,-0.008,-0.0025,-0.007,289.4036,895.3044,1682.8112,1.4624,4.5241,8.5035,287.9412,890.7803,1674.3077,0.0022,0.0011,1e-4,0.4263,0.2143,0.0287,0.4285,0.2154,0.0288,1.008,0.3215,0.8874,1,1,1,0,-126.3224,-126.3224,-126.3224,0
CRMS0273,Wetland: Palustrine Emergent,32.2037,491.5352,388.2532,1371.7894,56445.2232,287.1126,2784.4616,0.319,226.7551,14.49,2,73,3,8,3071.5743,0,0.0935,0.9065,319.3163,0.8991,287.1126,3275.9968,0.85,2784.4616,675.3659,0.4251,287.1126,0,0,0,4156.251,0.6699,2784.4616,0.681,1896.2447,0.4562,0,1896.2447,58341.4679,0.0325,1896.2447,4967.819,0.0578,0.5605,0.3817,63173.0848,0.0107,0.0658,0.9235,0.1196,226.7551,0.0039,2122.9998,287.1126,888.2169,1669.4896,2844.8192,0.0257,7.3675,22.7923,42.8402,0.0109,0.0055,7e-4,0.0257,0.0082,0.0226,279.7451,865.4247,1626.6494,1.4624,4.5241,8.5035,278.2827,860.9006,1618.1459,0.0022,0.0011,1e-4,0.412,0.2071,0.0277,0.4142,0.2082,0.0279,0.9743,0.3108,0.8578,1,1,1,0,37.9701,37.9701,37.9701,0
CRMS0273,Wetland: Palustrine Emergent,32.2037,491.5352,388.2532,1371.7894,56445.2232,287.1126,2784.4616,0.319,226.7551,14.49,2,197,2,14,3071.5743,0,0.0935,0.9065,319.3163,0.8991,287.1126,3275.9968,0.85,2784.4616,675.3659,0.4251,287.1126,0,0,0,4156.251,0.6699,2784.4616,0.681,1896.2447,0.4562,0,1896.2447,58341.4679,0.0325,1896.2447,4967.819,0.0578,0.5605,0.3817,63173.0848,0.0107,0.0658,0.9235,0.1196,226.7551,0.0039,2122.9998,287.1126,888.2169,1669.4896,2844.8192,0.0692,19.8822,61.5079,115.61,0.0294,0.0148,0.002,0.0692,0.0221,0.061,267.2305,826.7091,1553.8797,1.4624,4.5241,8.5035,265.7681,822.185,1545.3762,0.0022,0.0011,1e-4,0.3935,0.1978,0.0265,0.3957,0.1989,0.0266,0.9308,0.2969,0.8195,1,1,1,0,13.4407,13.4407,13.4407,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,10,7,7,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.0026,0.7336,8.0846,1.1818,0.0017,0.0016,0,0.0026,0.0021,0.0017,277.7697,3061.1683,447.4773,1.063,11.7146,1.7124,276.7067,3049.4537,445.7649,0.0025,0.0024,0,0.6511,0.6136,0.011,0.6537,0.616,0.011,0.9974,0.8127,0.6415,1,1,1,0,378.6415,378.6415,378.6415,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,105,9,25,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.0277,7.7028,84.8884,12.4089,0.0181,0.0171,3e-4,0.0277,0.0225,0.0178,270.8005,2984.3645,436.2502,1.063,11.7146,1.7124,269.7375,2972.6499,434.5378,0.0025,0.0024,0,0.6347,0.5982,0.0107,0.6373,0.6005,0.0108,0.9723,0.7923,0.6254,1,1,1,0,35.1563,35.1563,35.1563,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,123,6,43,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.0324,9.0232,99.4407,14.5361,0.0212,0.02,4e-4,0.0324,0.0264,0.0208,269.48,2969.8122,434.123,1.063,11.7146,1.7124,268.4171,2958.0976,432.4106,0.0025,0.0024,0,0.6316,0.5952,0.0107,0.6341,0.5976,0.0107,0.9676,0.7884,0.6223,1,1,1,0,29.8652,29.8652,29.8652,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,156,4,61,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.0411,11.4441,126.1199,18.436,0.0269,0.0254,5e-4,0.0411,0.0335,0.0264,267.0592,2943.133,430.223,1.063,11.7146,1.7124,265.9962,2931.4184,428.5106,0.0025,0.0024,0,0.6259,0.5899,0.0106,0.6284,0.5922,0.0106,0.9589,0.7813,0.6167,1,1,1,0,23.336,23.336,23.336,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,175,2,79,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.0461,12.8379,141.4806,20.6814,0.0302,0.0285,5e-4,0.0461,0.0376,0.0296,265.6653,2927.7722,427.9776,1.063,11.7146,1.7124,264.6024,2916.0576,426.2652,0.0025,0.0024,0,0.6227,0.5868,0.0105,0.6252,0.5891,0.0106,0.9539,0.7772,0.6135,1,1,1,0,20.6938,20.6938,20.6938,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,201,8,97,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.0529,14.7453,162.5006,23.7541,0.0347,0.0327,6e-4,0.0529,0.0431,0.0341,263.758,2906.7522,424.905,1.063,11.7146,1.7124,262.695,2895.0376,423.1925,0.0025,0.0024,0,0.6182,0.5826,0.0104,0.6207,0.5849,0.0105,0.9471,0.7717,0.6091,1,1,1,0,17.8876,17.8876,17.8876,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,320,5,115,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.0843,23.4751,258.7075,37.8175,0.0552,0.0521,9e-4,0.0843,0.0687,0.0542,255.0282,2810.5454,410.8416,1.063,11.7146,1.7124,253.9652,2798.8308,409.1292,0.0025,0.0024,0,0.5976,0.5632,0.0101,0.6001,0.5656,0.0101,0.9157,0.7461,0.5889,1,1,1,0,10.8638,10.8638,10.8638,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,414,1,133,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.1091,30.3708,334.7028,48.9264,0.0715,0.0674,0.0012,0.1091,0.0889,0.0701,248.1324,2734.5501,399.7327,1.063,11.7146,1.7124,247.0694,2722.8355,398.0203,0.0025,0.0024,0,0.5814,0.5479,0.0098,0.5839,0.5503,0.0099,0.8909,0.726,0.573,1,1,1,0,8.1701,8.1701,8.1701,0
CRMS0305,Wetland: Estuarine Emergent,74.0876,346.2317,146.4482,1202.6956,39816.345,278.5033,3766.839,0.8148,248.927,14.49,15,456,3,151,4045.3422,0,0.0688,0.9312,352.5908,0.7899,278.5033,4113.0707,0.9158,3766.839,424.9514,0.6554,278.5033,0,0,0,4969.5346,0.758,3766.839,0.1852,697.5861,0.1404,0,697.5861,40513.9312,0.0172,697.5861,4742.9284,0.0587,0.7942,0.1471,45908.4172,0.0093,0.1082,0.8825,0.3568,248.927,0.0061,946.5132,278.5033,3069.2529,448.6591,3796.4152,0.1201,33.4519,368.6581,53.8899,0.0787,0.0742,0.0013,0.1201,0.0979,0.0773,245.0513,2700.5947,394.7691,1.063,11.7146,1.7124,243.9883,2688.8801,393.0567,0.0025,0.0024,0,0.5742,0.5411,0.0097,0.5767,0.5434,0.0097,0.8799,0.7169,0.5659,1,1,1,0,7.3255,7.3255,7.3255,0
CRMS0309,Wetland: Estuarine Emergent,37.8327,911.1649,230.6106,2077.5217,39826.1245,611.3724,3289.9786,0.3592,282.9667,14.49,5,10,7,8,3901.351,0,0.1567,0.8433,649.2051,0.9417,611.3724,4201.1435,0.7831,3289.9786,841.983,0.7261,611.3724,0,0,0,5367.5004,0.6129,3289.9786,0.6408,2108.1735,0.3928,0,2108.1735,41934.2981,0.0503,2108.1735,6009.5246,0.1017,0.5475,0.3508,48143.7814,0.0175,0.1115,0.871,0.1342,282.9667,0.0067,2391.1402,611.3724,1181.8051,1825.2069,3618.3843,0.0028,1.6896,3.2661,5.0443,0.002,6e-4,1e-4,0.0028,0.001,0.0024,609.6828,1178.539,1820.1626,2.4483,4.7326,7.3091,607.2345,1173.8064,1812.8535,0.0029,9e-4,2e-4,0.7212,0.2187,0.0432,0.7241,0.2196,0.0434,0.9972,0.3582,0.8634,1,1,1,0,360.8384,360.8384,360.8384,0
