Site.ID,Wetland Subclass LUCAS,FoliageStock,RootStock,AGVFStock,BGVFStock,BGSStock,FoliageNPP,RootNPP,BGVFPercentLoss,Burial210Pb TC.g.m.2,MethaneFlux,ExternalVariableValue,AGVFPercentLoss,TotalLatTrans_Amount,externalVariableLat,externalVariableLatSite,TotalNPP_Amount,SedimentTransport_Amount,FoliageGrowth_PropTotalNPP,RootGrowth_PropTotalNPP,FoliageMaxStock,FoliageMortality_PropMaxStock,FoliageMortality_Amount,RootMaxStock,RootMortality_PropMaxStock,RootMortality_Amount,AGVFMaxStock,AGVFOut_PropMaxStock,AGVFOut_Amount,AGVFStabilization_PropOut,AGVFStabilization_Amount,AGVFStabilization_PropMaxStock,BGVFMaxStock,BGVFOut_PropMaxStock,BGVFOut_Amount,BGVFStabilization_PropOut,BGVFStabilization_Amount,BGVFStabilization_PropMaxStock,BGSDeposition,BGSIn_Amount,BGSMaxStock,BGSOut_PropMaxStock,BGSOut_Amount,TotalOut_Amount,AGVFOut_PropOut,BGVFOut_PropOut,BGSOut_PropOut,TotalMaxStock,AGVFMaxStock_PropMaxStock,BGVFMaxStock_PropMaxStock,BGSMaxStock_PropMaxStock,BGSStabilization_PropOut,BGSStabilization_Amount,BGSStabilization_PropMaxStock,TotalStabilization_Amount,AGVFEmissionLatTrans_Amount,BGVFEmissionLatTrans_Amount,BGSEmissionLatTrans_Amount,TotalEmissionLatTrans_Amount,TotalLatTrans_PropEmissionLatTrans,AGVFLatTrans_Amount,BGVFLatTrans_Amount,BGSLatTrans_Amount,AGVFLatTrans_PropMaxStock,BGVFLatTrans_PropMaxStock,BGSLatTrans_PropMaxStock,AGVFLatTrans_PropOut,BGVFLatTrans_PropOut,BGSLatTrans_PropOut,AGVFEmission_Amount,BGVFEmission_Amount,BGSEmission_Amount,AGVFEmission_PropMaxStock,BGVFEmission_PropMaxStock,BGSEmission_PropMaxStock,AGVFEmission_PropOut,BGVFEmission_PropOut,BGSEmission_PropOut,outAGVFCheck,outBGVFCheck,outBGSCheck,massBalanceCheck,checkAGVFratio,checkBGVFratio,checkBGSratio,checkpropAGVF
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,0,2,0.8562,320,5,111,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0.1438,95.2985,0.0961,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1640.4876,47591.3077,0.0345,1640.4876,4743.7215,0.1397,0.5145,0.3458,52941.9867,0.0187,0.0823,0.8989,0.1216,199.4783,0.0042,1839.9659,567.2376,895.5087,1441.0093,2903.7556,0.1102,62.5108,98.687,158.8023,0.063,0.0226,0.0033,0.0944,0.0404,0.0968,504.7268,796.8218,1282.207,0.5089,0.1828,0.0269,0.7618,0.3265,0.7816,-0,0,0,0,8.0742,8.0742,8.0742,0.0029
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,0,2,0.8562,414,1,129,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0.1438,95.2985,0.0961,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1640.4876,47591.3077,0.0345,1640.4876,4743.7215,0.1397,0.5145,0.3458,52941.9867,0.0187,0.0823,0.8989,0.1216,199.4783,0.0042,1839.9659,567.2376,895.5087,1441.0093,2903.7556,0.1426,80.8733,127.6762,205.4504,0.0815,0.0293,0.0043,0.1221,0.0523,0.1252,486.3642,767.8325,1235.5588,0.4904,0.1762,0.026,0.7341,0.3146,0.7532,0,0,0,0,6.0139,6.0139,6.0139,0.0029
CRMS0224,Wetland: Estuarine Emergent,215.5916,463.2255,329.3042,1918.1409,45950.8201,662.5361,2440.6978,0.3669,199.4783,0,2,0.8562,456,3,147,3103.2339,0,0.2135,0.7865,878.1277,0.7545,662.5361,2903.9233,0.8405,2440.6978,991.8403,0.668,662.5361,0.1438,95.2985,0.0961,4358.8387,0.5599,2440.6978,0.6331,1545.1891,0.3545,0,1640.4876,47591.3077,0.0345,1640.4876,4743.7215,0.1397,0.5145,0.3458,52941.9867,0.0187,0.0823,0.8989,0.1216,199.4783,0.0042,1839.9659,567.2376,895.5087,1441.0093,2903.7556,0.157,89.0779,140.6289,226.2932,0.0898,0.0323,0.0048,0.1344,0.0576,0.1379,478.1597,754.8798,1214.716,0.4821,0.1732,0.0255,0.7217,0.3093,0.7405,-0,0,0,0,5.3679,5.3679,5.3679,0.0029
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,10,7,4,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.0044,1.3469,4.1751,4.478,0.0021,0.0011,1e-4,0.0031,0.002,0.0035,305.9121,948.2594,1017.0379,0.4814,0.2449,0.0159,0.6933,0.4546,0.8025,0,0,0,0,227.1209,227.1209,227.1209,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,105,9,22,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.046,14.1426,43.8389,47.0186,0.0223,0.0113,7e-4,0.0321,0.021,0.0371,293.1165,908.5956,974.4973,0.4613,0.2347,0.0153,0.6643,0.4356,0.769,-0,0,0,0,20.7258,20.7258,20.7258,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,123,6,40,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.053900000000000003,16.567,51.3541,55.0789,0.0261,0.0133,9e-4,0.0375,0.0246,0.0435,290.692,901.0804,966.4369,0.4574,0.2327,0.0151,0.6588,0.432,0.7626,0,0,0,0,17.5464,17.5464,17.5464,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,156,4,58,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.0684,21.0118,65.132,69.8561,0.0331,0.0168,0.0011,0.0476,0.0312,0.0551,286.2472,887.3025,951.6597,0.4505,0.2292,0.0149,0.6487,0.4254,0.7509,0,0,0,0,13.6231,13.6231,13.6231,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,175,2,76,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.0767,23.571,73.0648,78.3643,0.0371,0.0189,0.0012,0.0534,0.035,0.0618,283.6881,879.3697,943.1516,0.4464,0.2271,0.0148,0.6429,0.4216,0.7442,0,0,0,0,12.0355,12.0355,12.0355,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,201,8,94,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.0881,27.073,83.9201,90.0069,0.0426,0.0217,0.0014,0.0614,0.0402,0.071,280.1861,868.5144,931.5089,0.4409,0.2243,0.0146,0.635,0.4164,0.735,0,0,0,0,10.3493,10.3493,10.3493,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,320,5,112,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.1403,43.1012,133.6041,143.2946,0.0678,0.0345,0.0022,0.0977,0.0641,0.1131,264.1578,818.8303,878.2212,0.4157,0.2115,0.0137,0.5987,0.3926,0.693,-0,0,0,0,6.1288,6.1288,6.1288,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,414,1,130,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.1815,55.7622,172.8504,185.3874,0.0877,0.0446,0.0029,0.1264,0.0829,0.1463,251.4969,779.5841,836.1284,0.3958,0.2014,0.0131,0.57,0.3738,0.6598,0,0,0,0,4.5102,4.5102,4.5102,0.0043
CRMS0225,Wetland: Estuarine Emergent,39.846,419.3216,194.2173,1785.8784,62630.0595,441.2509,2085.7215,0.4566,245.763,14.5,14,0.6963,456,3,148,2526.9724,0,0.1746,0.8254,481.0969,0.9172,441.2509,2505.043,0.8326,2085.7215,635.4682,0.6944,441.2509,0.3037,133.9919,0.2109,3871.5999,0.5387,2085.7215,0.5434,1133.287,0.2927,0,1267.2788,63897.3383,0.0198,1267.2788,3794.2512,0.1163,0.5497,0.334,68404.4064,0.0093,0.0566,0.9341,0.1939,245.763,0.0038,1513.0418,307.2591,952.4345,1021.5158,2281.2094,0.1999,61.4192,190.3859,204.1949,0.0967,0.0492,0.0032,0.1392,0.0913,0.1611,245.8398,762.0486,817.321,0.3869,0.1968,0.0128,0.5571,0.3654,0.6449,0,0,0,0,4.0027,4.0027,4.0027,0.0043
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,10,7,5,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.0044,1.5467,2.4494,6.004,0.0022,7e-4,2e-4,0.0035,0.0013,0.0041,346.1893,548.2465,1343.8663,0.5016,0.1581,0.0368,0.7932,0.2834,0.9124,0,0,-0,0,223.8302,223.8302,223.8302,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,105,9,23,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.0467,16.2399,25.7185,63.0415,0.0235,0.0074,0.0017,0.0372,0.0133,0.0428,331.496,524.9773,1286.8287,0.4803,0.1514,0.0352,0.7595,0.2713,0.8737,0,0,-0,0,20.4124,20.4124,20.4124,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,123,6,41,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.0547,19.0239,30.1274,73.8486,0.0276,0.0087,0.002,0.0436,0.0156,0.0501,328.712,520.5684,1276.0216,0.4763,0.1501,0.0349,0.7531,0.269,0.8663,0,0,-0,0,17.2789,17.2789,17.2789,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,156,4,59,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.0694,24.1279,38.2104,93.6617,0.035,0.011,0.0026,0.0553,0.0197,0.0636,323.608,512.4855,1256.2086,0.4689,0.1478,0.0344,0.7414,0.2649,0.8529,0,0,-0,0,13.4122,13.4122,13.4122,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,175,2,77,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.0778,27.0666,42.8642,105.0692,0.0392,0.0124,0.0029,0.062,0.0222,0.0713,320.6694,507.8316,1244.8011,0.4647,0.1464,0.034,0.7347,0.2625,0.8451,0,0,0,0,11.8474,11.8474,11.8474,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,201,8,95,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.0894,31.0879,49.2327,120.6795,0.045,0.0142,0.0033,0.0712,0.0254,0.0819,316.6481,501.4632,1229.1908,0.4588,0.1446,0.0336,0.7255,0.2592,0.8345,0,0,-0,0,10.1856,10.1856,10.1856,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,320,5,113,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.1423,49.4931,78.3803,192.1265,0.0717,0.0226,0.0053,0.1134,0.0405,0.1304,298.2428,472.3155,1157.7437,0.4322,0.1362,0.0317,0.6833,0.2441,0.786,0,0,-0,0,6.0259,6.0259,6.0259,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,414,1,131,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.1841,64.0317,101.4046,248.5637,0.0928,0.0292,0.0068,0.1467,0.0524,0.1688,283.7042,449.2913,1101.3066,0.4111,0.1296,0.0301,0.65,0.2322,0.7477,0,0,-0,0,4.4307,4.4307,4.4307,0.0027
CRMS0237,Wetland: Estuarine Emergent,135.8578,684.7753,253.6529,1533.1645,35093.9149,436.4609,1934.8596,0.2846,123.0184,0,3,0.7967,456,3,149,2371.3205,0,0.1841,0.8159,572.3187,0.7626,436.4609,2619.635,0.7386,1934.8596,690.1138,0.6324,436.4609,0.2033,88.7249,0.1286,3468.0241,0.5579,1934.8596,0.7154,1384.1637,0.3991,0,1472.8886,36566.8035,0.0403,1472.8886,3844.2091,0.1135,0.5033,0.3831,40724.9415,0.0169,0.0852,0.8979,0.0835,123.0184,0.0034,1595.907,347.7359,550.6959,1349.8703,2248.3021,0.2028,70.5277,111.692,273.7803,0.1022,0.0322,0.0075,0.1616,0.0577,0.1859,277.2082,439.0039,1076.09,0.4017,0.1266,0.0294,0.6351,0.2269,0.7306,0,0,-0,0,3.9305,3.9305,3.9305,0.0027
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,10,7,6,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.0042,1.5382,4.7363,3.7256,0.0018,0.0013,1e-4,0.0029,0.0022,0.003,362.5604,1116.3878,878.15,0.4305,0.2965,0.0179,0.6802,0.5122,0.7156,0,0,0,0,235.7098,235.7098,235.7098,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,105,9,24,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.0444,16.1507,49.7309,39.1183,0.0192,0.0132,8e-4,0.0303,0.0228,0.0319,347.9479,1071.3931,842.7573,0.4132,0.2846,0.0172,0.6528,0.4916,0.6867,0,0,0,0,21.5438,21.5438,21.5438,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,123,6,42,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.052,18.9194,58.2562,45.8243,0.0225,0.0155,9e-4,0.0355,0.0267,0.0373,345.1792,1062.8678,836.0513,0.4099,0.2823,0.0171,0.6476,0.4877,0.6813,0,0,0,0,18.2447,18.2447,18.2447,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,156,4,60,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.0659,23.9954,73.886,58.1187,0.0285,0.0196,0.0012,0.045,0.0339,0.0474,340.1032,1047.2381,823.7569,0.4039,0.2782,0.0168,0.6381,0.4805,0.6713,0,0,0,0,14.1737,14.1737,14.1737,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,175,2,78,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.0739,26.9179,82.8849,65.1972,0.032,0.022,0.0013,0.0505,0.038,0.0531,337.1807,1038.2392,816.6784,0.4004,0.2758,0.0167,0.6326,0.4764,0.6655,-0,0,0,0,12.5263,12.5263,12.5263,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,201,8,96,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.0849,30.9171,95.1992,74.8837,0.0367,0.0253,0.0015,0.058,0.0437,0.061,333.1815,1025.9248,806.9919,0.3957,0.2725,0.0165,0.6251,0.4707,0.6576,0,0,0,0,10.7766,10.7766,10.7766,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,320,5,114,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.1352,49.2213,151.561,119.2178,0.0585,0.0403,0.0024,0.0923,0.0695,0.0971,314.8773,969.5631,762.6578,0.3739,0.2575,0.0156,0.5908,0.4449,0.6215,0,0,0,0,6.3972,6.3972,6.3972,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,414,1,132,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.1749,63.68,196.082,154.238,0.0756,0.0521,0.0032,0.1195,0.09,0.1257,300.4186,925.0421,727.6376,0.3567,0.2457,0.0149,0.5636,0.4244,0.5929,0,0,0,0,4.7176,4.7176,4.7176,0.0061
CRMS0253,Wetland: Estuarine Emergent,45.2673,257.1885,309.102,1585.2967,47736.9369,533.0031,2179.3985,0.5144,345.3034,14.5,4,0.6831,456,3,150,2712.4016,0,0.1965,0.8035,578.2703,0.9217,533.0031,2436.587,0.8944,2179.3985,842.1051,0.6329,533.0031,0.3169,168.9045,0.2006,3764.6952,0.5789,2179.3985,0.4856,1058.2745,0.2811,0,1227.179,48964.1159,0.0251,1227.179,3939.5806,0.1353,0.5532,0.3115,53570.9162,0.0157,0.0703,0.914,0.2814,345.3034,0.0071,1572.4823,364.0986,1121.1241,881.8756,2367.0983,0.1926,70.1403,215.9744,169.8853,0.0833,0.0574,0.0035,0.1316,0.0991,0.1384,293.9583,905.1497,711.9903,0.3491,0.2404,0.0145,0.5515,0.4153,0.5802,0,0,0,0,4.191,4.191,4.191,0.0061
